system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error
crewai_qwen2.5_coder_7b,humaneval,HumanEval/10,1,False,923,234,measured,1157,5.0935,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_gm9914gy\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_gm9914gy\candidate_test.py"", line 35, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
crewai_qwen2.5_coder_7b,humaneval,HumanEval/10,2,False,923,234,measured,1157,4.8541,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_75h1vbhq\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_75h1vbhq\candidate_test.py"", line 35, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
crewai_qwen2.5_coder_7b,humaneval,HumanEval/10,3,False,923,234,measured,1157,4.9425,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_2o2sut5b\candidate_test.py"", line 40, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_2o2sut5b\candidate_test.py"", line 34, in check
    assert candidate('x') == 'x'
AssertionError"
crewai_qwen2.5_coder_7b,humaneval,HumanEval/11,1,True,737,256,measured,993,5.3168,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/11,2,True,737,256,measured,993,5.1251,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/11,3,True,737,256,measured,993,5.1634,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/12,1,True,798,269,measured,1067,5.4357,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/12,2,True,798,269,measured,1067,5.2917,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/12,3,True,798,269,measured,1067,5.2423,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/13,1,True,737,270,measured,1007,5.395,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/13,2,True,687,220,measured,907,4.6965,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/13,3,True,737,270,measured,1007,5.2853,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/14,1,True,635,196,measured,831,4.687,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/14,2,True,635,196,measured,831,4.5532,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/14,3,True,635,196,measured,831,4.5356,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/15,1,True,609,96,measured,705,3.4959,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/15,2,True,609,96,measured,705,3.4456,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/15,3,True,609,96,measured,705,3.3926,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/16,1,True,703,228,measured,931,4.9635,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/16,2,True,703,228,measured,931,4.8438,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/16,3,True,599,72,measured,671,3.2169,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/17,1,True,1265,612,measured,1877,9.1943,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/17,2,True,1265,612,measured,1877,8.9608,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/17,3,True,1322,700,measured,2022,9.9702,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/18,1,True,749,216,measured,965,4.8767,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/18,2,True,749,216,measured,965,4.6759,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/18,3,True,749,216,measured,965,4.7503,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/19,1,True,1050,591,measured,1641,8.8784,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/19,2,True,1050,591,measured,1641,8.785,
crewai_qwen2.5_coder_7b,humaneval,HumanEval/19,3,True,872,324,measured,1196,5.9404,
crewai_qwen2.5_coder_7b,mbpp,mbpp_2,1,True,826,75,measured,901,3.3392,
crewai_qwen2.5_coder_7b,mbpp,mbpp_2,2,True,826,75,measured,901,3.1993,
crewai_qwen2.5_coder_7b,mbpp,mbpp_2,3,True,826,75,measured,901,3.2096,
crewai_qwen2.5_coder_7b,mbpp,mbpp_3,1,True,628,174,measured,802,4.2566,
crewai_qwen2.5_coder_7b,mbpp,mbpp_3,2,True,628,174,measured,802,4.164,
crewai_qwen2.5_coder_7b,mbpp,mbpp_3,3,True,720,312,measured,1032,5.7081,
crewai_qwen2.5_coder_7b,mbpp,mbpp_4,1,True,1019,81,measured,1100,3.293,
crewai_qwen2.5_coder_7b,mbpp,mbpp_4,2,True,1019,81,measured,1100,3.2157,
crewai_qwen2.5_coder_7b,mbpp,mbpp_4,3,True,1019,81,measured,1100,3.3073,
crewai_qwen2.5_coder_7b,mbpp,mbpp_6,1,True,667,111,measured,778,3.6279,
crewai_qwen2.5_coder_7b,mbpp,mbpp_6,2,True,667,111,measured,778,3.5773,
crewai_qwen2.5_coder_7b,mbpp,mbpp_6,3,True,667,111,measured,778,3.6319,
crewai_qwen2.5_coder_7b,mbpp,mbpp_7,1,True,738,87,measured,825,3.3476,
crewai_qwen2.5_coder_7b,mbpp,mbpp_7,2,True,738,87,measured,825,3.3626,
crewai_qwen2.5_coder_7b,mbpp,mbpp_7,3,True,738,87,measured,825,3.3657,
crewai_qwen2.5_coder_7b,mbpp,mbpp_8,1,True,814,66,measured,880,3.3032,
crewai_qwen2.5_coder_7b,mbpp,mbpp_8,2,True,814,66,measured,880,3.0974,
crewai_qwen2.5_coder_7b,mbpp,mbpp_8,3,True,814,66,measured,880,3.1393,
crewai_qwen2.5_coder_7b,mbpp,mbpp_9,1,True,664,147,measured,811,4.0724,
crewai_qwen2.5_coder_7b,mbpp,mbpp_9,2,True,664,147,measured,811,4.044,
crewai_qwen2.5_coder_7b,mbpp,mbpp_9,3,True,664,147,measured,811,3.9611,
crewai_qwen2.5_coder_7b,mbpp,mbpp_11,1,True,720,240,measured,960,5.084,
crewai_qwen2.5_coder_7b,mbpp,mbpp_11,2,True,720,240,measured,960,4.9841,
crewai_qwen2.5_coder_7b,mbpp,mbpp_11,3,True,720,240,measured,960,4.9659,
crewai_qwen2.5_coder_7b,mbpp,mbpp_12,1,True,974,54,measured,1028,3.1914,
crewai_qwen2.5_coder_7b,mbpp,mbpp_12,2,True,974,54,measured,1028,2.9849,
crewai_qwen2.5_coder_7b,mbpp,mbpp_12,3,True,974,54,measured,1028,3.0228,
crewai_qwen2.5_coder_7b,mbpp,mbpp_14,1,True,622,84,measured,706,3.4314,
crewai_qwen2.5_coder_7b,mbpp,mbpp_14,2,True,622,84,measured,706,3.2888,
crewai_qwen2.5_coder_7b,mbpp,mbpp_14,3,True,622,84,measured,706,3.3157,
crewai_qwen2.5_coder_7b,mbpp,mbpp_16,1,True,666,123,measured,789,3.8048,
crewai_qwen2.5_coder_7b,mbpp,mbpp_16,2,True,654,105,measured,759,3.5496,
crewai_qwen2.5_coder_7b,mbpp,mbpp_16,3,True,654,105,measured,759,3.5398,
crewai_qwen2.5_coder_7b,mbpp,mbpp_17,1,True,567,60,measured,627,3.1539,
crewai_qwen2.5_coder_7b,mbpp,mbpp_17,2,True,567,60,measured,627,2.9759,
crewai_qwen2.5_coder_7b,mbpp,mbpp_17,3,True,567,60,measured,627,3.0047,
crewai_qwen2.5_coder_7b,mbpp,mbpp_18,1,True,669,96,measured,765,3.4927,
crewai_qwen2.5_coder_7b,mbpp,mbpp_18,2,True,669,96,measured,765,3.4312,
crewai_qwen2.5_coder_7b,mbpp,mbpp_18,3,True,669,96,measured,765,3.4357,
crewai_qwen2.5_coder_7b,mbpp,mbpp_19,1,True,645,60,measured,705,3.1438,
crewai_qwen2.5_coder_7b,mbpp,mbpp_19,2,True,685,120,measured,805,3.7349,
crewai_qwen2.5_coder_7b,mbpp,mbpp_19,3,True,685,120,measured,805,3.6167,
crewai_qwen2.5_coder_7b,mbpp,mbpp_20,1,False,776,342,measured,1118,6.2156,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_q3a08oxe\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
crewai_qwen2.5_coder_7b,mbpp,mbpp_20,2,False,760,318,measured,1078,5.8409,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_08vq0qnp\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
crewai_qwen2.5_coder_7b,mbpp,mbpp_20,3,False,760,318,measured,1078,5.819,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_e2mp_koz\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
crewai_qwen2.5_coder_7b,mbpp,mbpp_56,1,True,578,99,measured,677,3.5744,
crewai_qwen2.5_coder_7b,mbpp,mbpp_56,2,True,578,99,measured,677,3.462,
crewai_qwen2.5_coder_7b,mbpp,mbpp_56,3,True,578,99,measured,677,3.4095,
crewai_qwen2.5_coder_7b,mbpp,mbpp_57,1,True,670,84,measured,754,3.3709,
crewai_qwen2.5_coder_7b,mbpp,mbpp_57,2,True,670,84,measured,754,3.3011,
crewai_qwen2.5_coder_7b,mbpp,mbpp_57,3,True,670,84,measured,754,3.342,
crewai_qwen2.5_coder_7b,mbpp,mbpp_58,1,True,613,75,measured,688,3.2231,
crewai_qwen2.5_coder_7b,mbpp,mbpp_58,2,True,613,75,measured,688,3.107,
crewai_qwen2.5_coder_7b,mbpp,mbpp_58,3,True,613,75,measured,688,3.1928,
crewai_qwen2.5_coder_7b,mbpp,mbpp_59,1,True,582,69,measured,651,3.2316,
crewai_qwen2.5_coder_7b,mbpp,mbpp_59,2,True,582,69,measured,651,3.1073,
crewai_qwen2.5_coder_7b,mbpp,mbpp_59,3,True,618,123,measured,741,3.7536,
crewai_qwen2.5_coder_7b,mbpp,mbpp_61,1,True,725,207,measured,932,4.7647,
crewai_qwen2.5_coder_7b,mbpp,mbpp_61,2,True,789,303,measured,1092,5.635,
crewai_qwen2.5_coder_7b,mbpp,mbpp_61,3,True,789,303,measured,1092,5.626,
